ID,carat,cut,colour,clarity,depth,price,x,y,P,PC
49807,0.7,Good,E,SI1,64.3,2164,3091.428571,33.65474339,NR,NR
49808,0.82,Ideal,G,SI2,61,2165,2640.243902,35.49180328,NR,NR
49809,0.75,Ideal,H,SI1,62.1,2165,2886.666667,34.86312399,SP,SP
49810,0.5,Ideal,E,VVS2,61.1,2165,4330,35.43371522,SN,SN
49811,0.5,Ideal,F,VVS1,61,2165,4330,35.49180328,SN,SN
49812,0.5,Ideal,F,VVS1,60.4,2165,4330,35.84437086,Negative,Negative
49813,0.71,Good,I,SI1,59.9,2165,3049.295775,36.14357262,Negative,Negative
49814,0.7,Very Good,I,VS2,61.1,2166,3094.285714,35.45008183,Negative,Negative
49815,0.59,Ideal,G,VVS1,61.5,2166,3671.186441,35.2195122,Negative,Negative
49816,0.61,Ideal,G,VS1,61.6,2166,3550.819672,35.16233766,SN,SN
49817,0.7,Fair,D,SI2,65.6,2167,3095.714286,33.03353659,Negative,Negative
49818,0.76,Ideal,J,VVS2,62,2167,2851.315789,34.9516129,SN,SN
49819,0.7,Good,F,SI1,57.7,2167,3095.714286,37.55632582,SN,SN
49820,0.73,Ideal,I,VS1,62.1,2167,2968.493151,34.89533011,Positve,Positve
49821,0.61,Ideal,G,VS1,60.9,2167,3552.459016,35.58292282,NR,NR
49822,0.61,Ideal,G,VS1,61.9,2167,3552.459016,35.00807754,NR,NR
49823,0.61,Ideal,G,VS1,62.1,2167,3552.459016,34.89533011,SP,SP
49824,0.7,Good,F,SI1,63.1,2167,3095.714286,34.34231379,SN,SN
49825,0.7,Fair,F,SI1,65.9,2167,3095.714286,32.8831563,SN,SN
49826,0.7,Fair,F,SI1,64.8,2167,3095.714286,33.44135802,Negative,Negative
49827,0.56,Ideal,G,VVS2,60.7,2167,3869.642857,35.70016474,Negative,Negative
49828,0.7,Fair,D,SI2,64.5,2167,3095.714286,33.59689922,Negative,Negative
49829,0.56,Premium,G,VVS1,59.7,2167,3869.642857,36.29815745,Negative,Negative
49830,0.7,Premium,D,SI2,58.3,2167,3095.714286,37.16981132,SN,SN
49831,0.56,Premium,E,VS2,59.9,2167,3869.642857,36.1769616,Negative,Negative
49832,0.84,Fair,D,SI2,64.5,2167,2579.761905,33.59689922,SN,SN
49833,0.6,Fair,G,VVS2,57.9,2167,3611.666667,37.42659758,SN,SN
49834,0.5,Very Good,E,VVS2,59.3,2168,4336,36.55986509,SP,SP
49835,0.72,Very Good,H,SI1,63.7,2168,3011.111111,34.03453689,NR,NR
49836,0.82,Premium,J,SI1,61.2,2168,2643.902439,35.4248366,NR,NR
49837,0.52,Ideal,F,VVS2,61.6,2168,4169.230769,35.19480519,NR,NR
49838,0.52,Ideal,F,VVS2,62,2168,4169.230769,34.96774194,Negative,Negative
49839,0.54,Ideal,F,VVS2,61.9,2168,4014.814815,35.02423263,Positive,Positive
49840,0.71,Ideal,F,SI2,61.6,2168,3053.521127,35.19480519,Positve,Positve
49841,0.59,Ideal,G,VVS2,62.2,2169,3676.271186,34.87138264,NR,NR
49842,0.71,Premium,H,VS2,61.3,2169,3054.929577,35.38336052,NR,NR
49843,0.71,Premium,F,SI2,62.1,2169,3054.929577,34.92753623,SP,SP
49844,0.78,Ideal,J,SI1,61.1,2169,2780.769231,35.49918167,SN,SN
49845,0.71,Premium,F,SI2,62.3,2169,3054.929577,34.81540931,SN,SN
49846,0.74,Very Good,J,VS1,62.7,2170,2932.432432,34.6092504,Negative,Negative
49847,0.53,Very Good,D,VS1,60.5,2170,4094.339623,35.8677686,Negative,Negative
49848,0.72,Very Good,G,SI1,63.6,2170,3013.888889,34.11949686,Negative,Negative
49849,0.7,Premium,G,SI1,60.3,2170,3100,35.986733,Negative,Negative
49850,0.56,Ideal,D,VS1,62.6,2170,3875,34.66453674,SN,SN
49851,0.72,Ideal,G,SI2,61.6,2170,3013.888889,35.22727273,Negative,Negative
49852,0.87,Premium,F,I1,59.1,2170,2494.252874,36.71742809,SN,SN
49853,0.71,Very Good,G,SI2,62.4,2171,3057.746479,34.79166667,SN,SN
49854,0.71,Very Good,G,SI2,62.4,2171,3057.746479,34.79166667,Positve,Positve
49855,0.63,Premium,E,VS1,60.4,2171,3446.031746,35.94370861,NR,NR
49856,0.67,Premium,H,VVS2,60.6,2171,3240.298507,35.82508251,NR,NR
49857,0.67,Very Good,F,VS2,63.2,2171,3240.298507,34.35126582,SP,SP
49858,0.6,Ideal,E,VS1,61,2171,3618.333333,35.59016393,SN,SN
49859,0.7,Ideal,F,SI2,61.8,2171,3101.428571,35.12944984,SN,SN
49860,0.77,Premium,E,SI2,62.5,2171,2819.480519,34.736,Negative,Negative
49861,0.59,Ideal,E,VS1,61.6,2172,3681.355932,35.25974026,Negative,Negative
49862,0.57,Premium,H,VVS1,61.6,2172,3810.526316,35.25974026,Negative,Negative
49863,0.62,Ideal,G,VS1,62,2173,3504.83871,35.0483871,Negative,Negative
49864,0.71,Premium,I,SI1,60.2,2173,3060.56338,36.09634551,SN,SN
49865,0.71,Ideal,F,SI2,62.2,2173,3060.56338,34.93569132,Negative,Negative
49866,0.51,Good,D,VVS2,63.1,2174,4262.745098,34.45324881,SN,SN
49867,0.72,Good,I,VS2,60.1,2174,3019.444444,36.17304493,SN,SN
49868,0.82,Very Good,J,SI2,62,2175,2652.439024,35.08064516,SP,SP
49869,0.7,Very Good,G,SI1,62.1,2175,3107.142857,35.02415459,NR,NR
49870,0.53,Very Good,F,VVS2,61.4,2175,4103.773585,35.42345277,NR,NR
49871,0.53,Ideal,F,VVS2,62.2,2175,4103.773585,34.96784566,NR,NR
49872,0.53,Ideal,F,VVS2,62.1,2175,4103.773585,35.02415459,Negative,Negative
49873,0.71,Ideal,H,VS1,61.6,2175,3063.380282,35.30844156,Positive,Positive
49874,0.59,Ideal,D,VS1,60.9,2175,3686.440678,35.71428571,Positve,Positve
49875,0.76,Premium,I,VS2,62.8,2175,2861.842105,34.63375796,NR,NR
49876,0.7,Premium,H,SI1,62,2176,3108.571429,35.09677419,NR,NR
49877,0.7,Premium,H,SI1,60.9,2176,3108.571429,35.73070608,SP,SP
49878,0.7,Very Good,H,SI1,63.4,2176,3108.571429,34.32176656,SN,SN
49879,0.7,Good,H,SI1,63.8,2176,3108.571429,34.10658307,SN,SN
49880,0.7,Fair,H,SI1,64.5,2176,3108.571429,33.73643411,Negative,Negative
49881,0.7,Premium,H,SI1,60.3,2176,3108.571429,36.08623549,Negative,Negative
49882,0.7,Good,H,SI1,60.2,2176,3108.571429,36.1461794,Negative,Negative
49883,0.7,Very Good,F,SI2,56.9,2177,3110,38.26010545,Negative,Negative
49884,0.72,Ideal,G,SI2,61.7,2177,3023.611111,35.28363047,SN,SN
49885,0.7,Premium,G,SI2,61.1,2177,3110,35.63011457,Negative,Negative
49886,0.63,Premium,H,VVS1,61.3,2177,3455.555556,35.51386623,SN,SN
49887,0.53,Ideal,F,VVS2,62,2177,4107.54717,35.11290323,SN,SN
49888,0.65,Ideal,H,VVS1,62.4,2177,3349.230769,34.88782051,Positve,Positve
49889,0.61,Ideal,G,VS1,62.4,2177,3568.852459,34.88782051,NR,NR
49890,0.57,Ideal,E,VS1,62,2177,3819.298246,35.11290323,NR,NR
49891,0.51,Ideal,D,VS1,61.9,2177,4268.627451,35.16962843,SP,SP
49892,0.54,Ideal,G,IF,61.5,2177,4031.481481,35.39837398,SN,SN
49893,0.72,Very Good,I,VS2,63.3,2177,3023.611111,34.39178515,SN,SN
49894,0.54,Ideal,D,VS2,60,2177,4031.481481,36.28333333,Negative,Negative
49895,0.6,Very Good,E,VS1,63.2,2177,3628.333333,34.44620253,Negative,Negative
49896,0.7,Ideal,G,SI2,62.7,2177,3110,34.72089314,Negative,Negative
49897,0.59,Premium,E,VS2,60.8,2177,3689.830508,35.80592105,Negative,Negative
49898,0.72,Ideal,J,VS1,61.1,2177,3023.611111,35.63011457,SN,SN
49899,0.65,Very Good,G,VVS2,61.3,2178,3350.769231,35.53017945,Negative,Negative
49900,0.66,Ideal,H,VS2,61.4,2178,3300,35.4723127,SN,SN
49901,0.62,Ideal,G,VS1,62.4,2178,3512.903226,34.90384615,SN,SN
49902,0.71,Ideal,H,SI2,62.7,2178,3067.605634,34.73684211,SP,SP
49903,0.71,Ideal,I,SI1,61.9,2178,3067.605634,35.18578352,NR,NR
49904,0.61,Very Good,E,SI1,63.9,2179,3572.131148,34.10015649,NR,NR
49905,0.74,Very Good,E,SI2,61.7,2179,2944.594595,35.31604538,NR,NR
49906,0.5,Very Good,G,VVS1,63.7,2180,4360,34.22291994,Negative,Negative
49907,0.75,Very Good,H,SI2,63,2180,2906.666667,34.6031746,Positive,Positive
49908,0.75,Very Good,I,SI1,59.1,2180,2906.666667,36.88663283,Positve,Positve
49909,0.54,Ideal,F,VVS2,62.1,2180,4037.037037,35.10466989,NR,NR
49910,0.71,Premium,G,SI1,58.9,2181,3071.830986,37.02886248,NR,NR
49911,0.71,Premium,H,VS2,62.8,2181,3071.830986,34.72929936,SP,SP
49912,0.61,Ideal,G,VS1,61.5,2182,3577.04918,35.4796748,SN,SN
49913,0.63,Ideal,F,VS2,61.2,2182,3463.492063,35.65359477,SN,SN
49914,0.7,Ideal,F,SI2,61.1,2183,3118.571429,35.72831424,Negative,Negative
49915,0.5,Good,E,VVS2,58.9,2183,4366,37.06281834,Negative,Negative
49916,0.7,Premium,F,SI1,62.6,2184,3120,34.88817891,Negative,Negative
49917,0.71,Very Good,G,SI1,62.9,2184,3076.056338,34.7217806,Negative,Negative
49918,0.7,Ideal,H,SI1,61.2,2184,3120,35.68627451,SN,SN
49919,0.7,Premium,G,SI1,61.8,2184,3120,35.33980583,Negative,Negative
49920,0.7,Very Good,G,SI1,63.3,2184,3120,34.50236967,SN,SN
49921,0.7,Premium,G,SI1,62,2184,3120,35.22580645,SN,SN
49922,0.73,Ideal,J,SI1,62,2184,2991.780822,35.22580645,Positve,Positve
49923,0.77,Good,I,VS1,64.1,2184,2836.363636,34.07176287,NR,NR
49924,0.77,Fair,I,VS1,65.1,2184,2836.363636,33.5483871,NR,NR
49925,0.7,Very Good,G,SI1,63.5,2184,3120,34.39370079,SP,SP
49926,0.7,Very Good,E,SI1,59.1,2184,3120,36.95431472,SN,SN
49927,0.7,Premium,H,SI2,60.2,2184,3120,36.27906977,SN,SN
49928,0.7,Ideal,H,VS2,61.4,2184,3120,35.57003257,Negative,Negative
49929,0.7,Premium,F,SI2,62.9,2184,3120,34.7217806,Negative,Negative
49930,0.7,Premium,F,SI2,62.9,2184,3120,34.7217806,Negative,Negative
49931,0.7,Premium,F,SI2,59.8,2184,3120,36.52173913,Negative,Negative
49932,0.7,Ideal,H,SI1,62,2184,3120,35.22580645,SN,SN
49933,0.7,Premium,H,VS2,62.2,2184,3120,35.11254019,Negative,Negative
49934,0.51,Premium,E,VVS2,62.1,2185,4284.313725,35.18518519,SN,SN
49935,0.71,Very Good,I,VS2,62.8,2185,3077.464789,34.79299363,SN,SN
49936,0.71,Very Good,I,VS2,60.4,2185,3077.464789,36.17549669,SP,SP
49937,0.58,Good,E,VS1,58.6,2185,3767.241379,37.28668942,NR,NR
49938,0.7,Ideal,I,SI1,62.6,2187,3124.285714,34.93610224,NR,NR
49939,0.7,Good,H,VS2,58.9,2187,3124.285714,37.13073005,NR,NR
49940,0.7,Good,H,VS2,56.7,2187,3124.285714,38.57142857,Negative,Negative
49941,0.63,Very Good,G,VVS2,63.3,2188,3473.015873,34.56556082,Positive,Positive
49942,0.7,Very Good,I,VS2,62.1,2188,3125.714286,35.23349436,Positve,Positve
49943,0.56,Very Good,D,VS1,60.8,2188,3907.142857,35.98684211,NR,NR
49944,0.71,Very Good,H,SI1,62.2,2188,3081.690141,35.17684887,NR,NR
49945,0.72,Good,F,SI1,63.9,2188,3038.888889,34.24100156,SP,SP
49946,0.52,Ideal,F,VVS1,60.9,2188,4207.692308,35.92775041,SN,SN
49947,0.63,Good,F,VS1,61.6,2188,3473.015873,35.51948052,SN,SN
49948,0.58,Very Good,F,VVS2,62.6,2189,3774.137931,34.96805112,Negative,Negative
49949,0.57,Ideal,F,VS1,61.9,2189,3840.350877,35.3634895,Negative,Negative
49950,0.64,Ideal,F,VS2,62.3,2189,3420.3125,35.1364366,Negative,Negative
49951,0.3,Premium,H,SI1,62.2,540,1800,8.681672026,Negative,Negative
49952,0.3,Premium,H,SI1,61.6,540,1800,8.766233766,SN,SN
49953,0.3,Premium,H,SI1,60.8,540,1800,8.881578947,Negative,Negative
49954,0.3,Ideal,H,SI1,62.9,540,1800,8.585055644,SN,SN
49955,0.3,Very Good,H,SI1,63.4,540,1800,8.517350158,SN,SN
49956,0.3,Ideal,H,SI1,63,540,1800,8.571428571,Positve,Positve
49957,0.3,Very Good,H,SI1,63.4,540,1800,8.517350158,NR,NR
49958,0.3,Premium,H,SI1,61.2,540,1800,8.823529412,NR,NR
49959,0.3,Ideal,H,SI1,62.9,540,1800,8.585055644,SP,SP
49960,0.3,Good,H,SI1,63.7,540,1800,8.477237049,SN,SN
49961,0.3,Very Good,H,SI1,63.4,540,1800,8.517350158,SN,SN
49962,0.3,Premium,E,SI2,61.6,540,1800,8.766233766,Negative,Negative
49963,0.3,Very Good,E,SI2,63.5,540,1800,8.503937008,Negative,Negative
49964,0.3,Premium,E,SI2,61.7,540,1800,8.752025932,Negative,Negative
49965,0.3,Premium,E,SI2,61.7,540,1800,8.752025932,Negative,Negative
49966,0.3,Premium,E,SI2,62.7,540,1800,8.612440191,SN,SN
49967,0.33,Very Good,E,SI1,59.1,540,1636.363636,9.137055838,Negative,Negative
49968,0.33,Premium,H,VS1,62.4,540,1636.363636,8.653846154,SN,SN
49969,0.33,Good,E,SI1,63.1,540,1636.363636,8.557844691,SN,SN
49970,0.33,Very Good,G,VS2,61.3,540,1636.363636,8.8091354,SP,SP
49971,0.33,Very Good,H,VS1,59,540,1636.363636,9.152542373,NR,NR
49972,0.29,Very Good,H,VVS2,61.2,541,1865.517241,8.839869281,NR,NR
49973,0.29,Very Good,H,VVS2,61.7,541,1865.517241,8.768233387,NR,NR
49974,0.29,Very Good,G,VVS2,62.2,541,1865.517241,8.697749196,Negative,Negative
49975,0.29,Very Good,G,VVS2,60.9,541,1865.517241,8.883415435,Positive,Positive
49976,0.29,Very Good,G,VVS2,61.9,541,1865.517241,8.739903069,Positve,Positve
49977,0.29,Very Good,G,VVS2,61.6,541,1865.517241,8.782467532,NR,NR
49978,0.29,Very Good,G,VVS2,60.2,541,1865.517241,8.986710963,NR,NR
49979,0.31,Very Good,I,VVS1,63.6,541,1745.16129,8.506289308,SP,SP
49980,0.3,Very Good,G,VS2,61.7,541,1803.333333,8.768233387,SN,SN
49981,0.8,Good,F,SI2,63.9,2189,2736.25,34.25665102,SN,SN
49982,0.6,Ideal,E,VS2,61.2,2189,3648.333333,35.76797386,Negative,Negative
49983,0.73,Premium,F,SI1,60.6,2190,3000,36.13861386,Negative,Negative
49984,0.6,Ideal,G,VVS2,61.2,2190,3650,35.78431373,Negative,Negative
49985,0.71,Ideal,E,SI2,62.3,2190,3084.507042,35.15248796,Negative,Negative
49986,0.74,Good,F,SI2,59.3,2190,2959.459459,36.93086003,SN,SN
49987,0.7,Good,F,SI1,57.9,2190,3128.571429,37.8238342,Negative,Negative
49988,0.73,Good,F,SI2,58.1,2191,3001.369863,37.71084337,SN,SN
49989,0.7,Very Good,F,SI1,63.7,2192,3131.428571,34.41130298,SN,SN
49990,0.7,Good,E,SI2,63.7,2192,3131.428571,34.41130298,Positve,Positve
49991,0.5,Ideal,E,VS1,61.7,2192,4384,35.5267423,NR,NR
49992,0.57,Ideal,E,VS1,61.8,2192,3845.614035,35.46925566,NR,NR
49993,0.58,Ideal,E,VS1,60.6,2192,3779.310345,36.17161716,SP,SP
49994,0.58,Ideal,E,VS1,62.9,2192,3779.310345,34.84896661,SN,SN
49995,0.58,Premium,E,VS1,61.8,2192,3779.310345,35.46925566,SN,SN
49996,0.61,Premium,G,VS1,62.7,2192,3593.442623,34.96012759,Negative,Negative
49997,0.58,Fair,E,VS1,57.9,2192,3779.310345,37.85837651,Negative,Negative
49998,0.58,Premium,E,VS2,59.6,2192,3779.310345,36.77852349,Negative,Negative
49999,0.58,Premium,D,VS1,61.4,2192,3779.310345,35.70032573,Negative,Negative
50000,0.59,Ideal,H,VVS1,62.1,2193,3716.949153,35.31400966,SN,SN
50001,0.57,Ideal,F,VS1,61,2193,3847.368421,35.95081967,Negative,Negative
50002,0.76,Fair,H,SI1,65.5,2193,2885.526316,33.48091603,SN,SN
50003,0.74,Premium,I,VS1,62.9,2193,2963.513514,34.86486486,SN,SN
50004,0.74,Fair,H,VS1,66.3,2193,2963.513514,33.07692308,SP,SP
50005,0.7,Premium,E,SI1,62.4,2194,3134.285714,35.16025641,NR,NR
50006,0.71,Ideal,G,SI2,59.5,2194,3090.140845,36.87394958,NR,NR
50007,0.7,Very Good,F,SI2,60.7,2195,3135.714286,36.16144975,NR,NR
50008,0.83,Good,J,SI1,63.8,2195,2644.578313,34.40438871,Negative,Negative
50009,0.57,Ideal,H,IF,62.2,2195,3850.877193,35.28938907,Positive,Positive
50010,0.51,Good,F,VVS2,62.4,2195,4303.921569,35.17628205,Positve,Positve
50011,0.95,Premium,J,I1,61.7,2195,2310.526316,35.57536467,NR,NR
50012,0.73,Very Good,H,SI1,62.8,2196,3008.219178,34.96815287,NR,NR
50013,0.62,Premium,E,VS1,62.2,2196,3541.935484,35.30546624,SP,SP
50014,0.7,Ideal,F,SI1,61.3,2196,3137.142857,35.82381729,SN,SN
50015,0.7,Premium,F,SI1,60.4,2196,3137.142857,36.35761589,SN,SN
50016,0.7,Very Good,F,SI1,62.7,2196,3137.142857,35.02392344,Negative,Negative
50017,0.7,Very Good,F,SI1,62.4,2196,3137.142857,35.19230769,Negative,Negative
50018,0.7,Premium,F,SI1,62.3,2196,3137.142857,35.24879615,Negative,Negative
50019,0.7,Very Good,F,SI1,59.8,2196,3137.142857,36.72240803,Negative,Negative
50020,0.7,Premium,F,SI1,62.1,2196,3137.142857,35.36231884,SN,SN
50021,0.7,Very Good,F,SI1,62.3,2196,3137.142857,35.24879615,Negative,Negative
50022,0.7,Very Good,F,SI1,62.6,2196,3137.142857,35.0798722,SN,SN
50023,0.61,Good,F,VS1,60,2196,3600,36.6,SN,SN
50024,0.51,Ideal,G,VVS2,61.8,2197,4307.843137,35.55016181,Positve,Positve
50025,0.51,Ideal,G,VVS2,61.6,2197,4307.843137,35.66558442,NR,NR
50026,0.73,Very Good,D,SI1,62.2,2197,3009.589041,35.32154341,NR,NR
50027,0.73,Premium,F,SI2,61.4,2197,3009.589041,35.78175896,SP,SP
50028,0.73,Premium,I,VS1,61.8,2197,3009.589041,35.55016181,SN,SN
50029,0.51,Ideal,F,VVS2,61.7,2197,4307.843137,35.60777958,SN,SN
50030,0.62,Ideal,H,VVS1,61.1,2197,3543.548387,35.95744681,Negative,Negative
50031,0.72,Ideal,H,SI1,60.3,2197,3051.388889,36.4344942,Negative,Negative
50032,0.54,Very Good,F,VVS2,60.2,2198,4070.37037,36.51162791,Negative,Negative
50033,0.74,Very Good,H,SI2,62.8,2198,2970.27027,35,Negative,Negative
50034,0.72,Very Good,H,SI1,63,2198,3052.777778,34.88888889,SN,SN
50035,0.71,Premium,F,SI1,60.9,2198,3095.774648,36.09195402,Negative,Negative
50036,0.71,Very Good,F,SI1,63.2,2198,3095.774648,34.77848101,SN,SN
50037,0.71,Very Good,F,SI1,63.3,2198,3095.774648,34.7235387,SN,SN
50038,0.71,Fair,D,SI2,64.6,2198,3095.774648,34.0247678,SP,SP
50039,0.71,Fair,F,SI1,57,2198,3095.774648,38.56140351,NR,NR
50040,0.71,Very Good,I,VS1,63.3,2198,3095.774648,34.7235387,NR,NR
50041,0.9,Very Good,F,I1,61.9,2199,2443.333333,35.52504039,NR,NR
50042,0.81,Premium,J,SI1,61.8,2199,2714.814815,35.58252427,Negative,Negative
50043,0.49,Ideal,E,VVS2,61.9,2199,4487.755102,35.52504039,Positive,Positive
50044,0.79,Premium,J,SI1,59.1,2199,2783.544304,37.20812183,Positve,Positve
50045,0.7,Very Good,I,VS2,61.8,2200,3142.857143,35.5987055,NR,NR
50046,0.59,Very Good,D,VS2,62.9,2200,3728.813559,34.97615262,NR,NR
50047,0.59,Very Good,E,VS1,61.2,2200,3728.813559,35.94771242,SP,SP
50048,0.7,Very Good,H,SI1,61.5,2200,3142.857143,35.77235772,SN,SN
50049,0.9,Very Good,E,I1,62.4,2200,2444.444444,35.25641026,SN,SN
50050,0.78,Premium,F,SI2,62.8,2200,2820.512821,35.03184713,Negative,Negative
50051,0.7,Ideal,F,SI1,62.6,2200,3142.857143,35.14376997,Negative,Negative
50052,0.83,Ideal,H,SI2,60.7,2201,2651.807229,36.26029654,Negative,Negative
50053,0.58,Very Good,F,VVS2,60,2201,3794.827586,36.68333333,Negative,Negative
50054,0.71,Very Good,G,SI1,62.7,2201,3100,35.10366826,SN,SN
50055,0.74,Premium,H,SI1,60.9,2201,2974.324324,36.14121511,Negative,Negative
50056,0.6,Ideal,F,VS1,61.9,2201,3668.333333,35.55735057,SN,SN
50057,0.83,Ideal,I,VS2,62.9,2201,2651.807229,34.99205087,SN,SN
50058,0.7,Very Good,I,VS2,62.8,2202,3145.714286,35.06369427,Positve,Positve
50059,0.57,Ideal,E,VS2,61.3,2202,3863.157895,35.92169657,NR,NR
50060,0.57,Ideal,E,VS2,61,2202,3863.157895,36.09836066,NR,NR
50061,0.56,Ideal,G,VVS1,62,2202,3932.142857,35.51612903,SP,SP
50062,0.71,Very Good,I,VS1,63.1,2202,3101.408451,34.89698891,SN,SN
50063,0.71,Premium,I,VS1,62.5,2202,3101.408451,35.232,SN,SN
50064,0.8,Premium,J,VS1,61.6,2202,2752.5,35.74675325,Negative,Negative
50065,0.56,Ideal,F,VVS2,61.2,2202,3932.142857,35.98039216,Negative,Negative
50066,0.61,Ideal,D,VS2,62,2202,3609.836066,35.51612903,Negative,Negative
50067,0.54,Ideal,F,VS1,61.5,2202,4077.777778,35.80487805,Negative,Negative
50068,0.7,Ideal,H,SI2,61.6,2202,3145.714286,35.74675325,SN,SN
50069,0.71,Ideal,F,SI2,61.6,2202,3101.408451,35.74675325,Negative,Negative
50070,0.69,Good,G,VS1,60.8,2202,3191.304348,36.21710526,SN,SN
50071,0.71,Premium,I,VS1,62.5,2202,3101.408451,35.232,SN,SN
50072,0.51,Premium,F,VS2,61.1,2203,4319.607843,36.05564648,SP,SP
50073,0.72,Premium,J,VVS1,61.4,2203,3059.722222,35.87947883,NR,NR
50074,0.51,Premium,F,VVS2,60.5,2203,4319.607843,36.41322314,NR,NR
50075,0.51,Ideal,F,VVS2,62.2,2203,4319.607843,35.41800643,NR,NR
50076,0.72,Fair,H,SI2,65.9,2203,3059.722222,33.42943854,Negative,Negative
50077,0.51,Ideal,F,VVS2,62.6,2203,4319.607843,35.19169329,Positive,Positive
50078,0.51,Ideal,F,VVS2,62.4,2203,4319.607843,35.30448718,Positve,Positve
50079,0.51,Ideal,F,VVS2,61.2,2203,4319.607843,35.99673203,NR,NR
50080,0.51,Ideal,F,VVS2,61.2,2203,4319.607843,35.99673203,NR,NR
50081,0.51,Premium,D,VS1,60,2203,4319.607843,36.71666667,SP,SP
50082,0.52,Very Good,F,VVS1,61.7,2205,4240.384615,35.73743922,SN,SN
50083,0.63,Ideal,E,VS2,62.1,2205,3500,35.50724638,SN,SN
50084,0.76,Very Good,J,VS2,61.2,2206,2902.631579,36.04575163,Negative,Negative
50085,0.71,Very Good,G,SI1,62.1,2206,3107.042254,35.52334944,Negative,Negative
50086,0.71,Very Good,G,SI1,62.4,2206,3107.042254,35.3525641,Negative,Negative
50087,0.72,Very Good,H,VS1,62.8,2206,3063.888889,35.12738854,Negative,Negative
50088,1.01,Premium,H,I1,58.4,2206,2184.158416,37.7739726,SN,SN
50089,0.74,Premium,G,SI2,60.1,2206,2981.081081,36.70549085,Negative,Negative
50090,0.5,Ideal,E,VVS2,61.7,2206,4412,35.75364668,SN,SN
50091,0.62,Ideal,G,VS1,60.7,2206,3558.064516,36.34266886,SN,SN
50092,0.57,Ideal,G,VVS2,60.7,2206,3870.175439,36.34266886,Positve,Positve
50093,0.57,Ideal,G,VVS2,61.7,2206,3870.175439,35.75364668,NR,NR
50094,0.57,Ideal,G,VVS2,61.7,2206,3870.175439,35.75364668,NR,NR
50095,0.61,Premium,D,VS1,62.4,2207,3618.032787,35.36858974,SP,SP
50096,0.71,Premium,H,SI1,62.4,2207,3108.450704,35.36858974,SN,SN
50097,0.62,Ideal,I,VVS1,61.1,2207,3559.677419,36.12111293,SN,SN
50098,0.61,Ideal,D,VS2,61,2207,3618.032787,36.18032787,Negative,Negative
50099,0.71,Very Good,H,SI1,63.5,2207,3108.450704,34.75590551,Negative,Negative
50100,0.71,Premium,H,SI1,62.5,2207,3108.450704,35.312,Negative,Negative
50101,0.71,Very Good,H,SI1,63.1,2207,3108.450704,34.97622821,Negative,Negative
50102,0.71,Very Good,H,SI1,63.5,2207,3108.450704,34.75590551,SN,SN
50103,0.71,Good,H,SI1,64,2207,3108.450704,34.484375,Negative,Negative
50104,0.71,Fair,I,VS2,64.7,2208,3109.859155,34.12673879,SN,SN
50105,0.72,Very Good,J,VVS1,60.1,2208,3066.666667,36.73876872,SN,SN
50106,0.51,Ideal,F,VVS1,60.9,2208,4329.411765,36.25615764,SP,SP
50107,0.62,Ideal,E,VS2,62,2208,3561.290323,35.61290323,NR,NR
50108,0.51,Ideal,G,IF,61.4,2208,4329.411765,35.96091205,NR,NR
50109,0.7,Fair,G,SI2,58.6,2208,3154.285714,37.67918089,NR,NR
50110,0.71,Premium,G,SI2,62.1,2208,3109.859155,35.55555556,Negative,Negative
50111,0.7,Very Good,G,SI1,63.6,2209,3155.714286,34.7327044,Positive,Positive
50112,0.7,Very Good,G,SI1,62.8,2209,3155.714286,35.17515924,Positve,Positve
50113,0.71,Ideal,H,VS1,62.1,2209,3111.267606,35.57165862,NR,NR
50114,0.51,Ideal,E,VVS2,61.7,2209,4331.372549,35.80226904,NR,NR
50115,0.7,Good,G,SI1,62.7,2209,3155.714286,35.23125997,SP,SP
50116,0.71,Very Good,H,SI1,63.1,2210,3112.676056,35.02377179,SN,SN
50117,0.7,Very Good,D,SI1,63.7,2210,3157.142857,34.69387755,SN,SN
50118,0.65,Ideal,H,VVS2,61.6,2210,3400,35.87662338,Negative,Negative
50119,0.5,Ideal,F,VVS2,60.5,2210,4420,36.52892562,Negative,Negative
50120,0.5,Ideal,F,VVS2,61.3,2210,4420,36.05220228,Negative,Negative
50121,0.73,Ideal,G,SI2,61.8,2210,3027.39726,35.7605178,Negative,Negative
50122,0.54,Ideal,H,IF,60.3,2210,4092.592593,36.65008292,SN,SN
50123,0.57,Ideal,H,IF,61,2210,3877.192982,36.2295082,Negative,Negative
50124,0.5,Ideal,D,VVS2,60.4,2211,4422,36.60596026,SN,SN
50125,0.66,Very Good,G,VVS2,60.5,2211,3350,36.54545455,SN,SN
50126,0.51,Very Good,E,VVS2,61.4,2211,4335.294118,36.00977199,Positve,Positve
50127,0.47,Fair,D,IF,60.6,2211,4704.255319,36.48514851,NR,NR
50128,0.51,Ideal,E,VVS2,62.8,2211,4335.294118,35.20700637,NR,NR
50129,0.58,Ideal,D,VS1,61.8,2211,3812.068966,35.77669903,SP,SP
50130,0.58,Ideal,H,IF,61.6,2211,3812.068966,35.89285714,SN,SN
50131,0.63,Premium,F,VS2,61,2211,3509.52381,36.24590164,SN,SN
50132,0.63,Very Good,D,SI1,63.1,2211,3509.52381,35.03961965,Negative,Negative
50133,0.67,Premium,F,VS2,62.5,2211,3300,35.376,Negative,Negative
